Depth c top [mcd],Age [ka BP],Foram bent d13C [per mil PDB],Foram bent d18O [per mil PDB]
387.65,17525,0.487,1.374
387.75,17529,0.695,1.461
387.85,17533,0.582,1.273
387.95,17537,0.647,1.555
388.05,17540,0.609,1.687
388.15,17544,0.552,1.59
388.25,17548,0.777,1.72
388.35,17551,0.749,1.392
388.45,17555,0.614,1.414
388.55,17559,0.571,1.347
388.65,17563,0.438,1.536
388.75,17566,0.58,1.52
388.85,17570,0.258,1.133
388.95,17574,0.426,1.162
389.05,17578,0.384,1.25
389.15,17581,0.433,1.293
389.25,17585,0.374,1.134
389.35,17591,0.554,1.413
389.45,17596,0.56,1.81
389.55,17602,0.423,1.952
389.65,17608,0.569,1.621
389.66,17608,0.52,1.68
389.76,17614,0.56,1.55
389.86,17620,0.59,1.29
389.96,17626,0.28,1.37
390.06,17631,0.35,1.64
390.16,17637,0.24,1.65
390.26,17643,0.14,1.45
390.36,17648,0.33,1.38
390.46,17654,0.34,1.38
390.56,17660,0,1.09
390.66,17668,-0.04,1.1
390.76,17676,0.45,1.62
390.86,17685,0.39,1.34
390.96,17694,0.52,1.37
391.06,17702,0.54,1.36
391.16,17711,0.68,1.64
391.26,17719,0.68,1.71
391.36,17728,0.66,1.78
391.46,17736,0.65,1.73
391.56,17743,0.66,1.43
391.66,17751,0.54,1.35
391.76,17759,0.54,1.42
391.86,17767,0.54,1.55
391.96,17775,0.53,1.68
392.06,17782,0.21,1.36
392.16,17790,0.61,1.52
392.26,17798,0.64,1.45
392.36,17806,0.36,1.16
392.46,17814,0.54,1.43
392.56,17822,0.79,1.68
392.66,17829,0.48,1.48
392.76,17837,0.61,1.53
392.86,17845,0.78,1.47
392.96,17853,0.83,1.43
393.06,17861,0.75,1.39
393.16,17868,0.62,1.56
393.26,17876,0.47,1.79
393.36,17884,0.44,2
393.46,17891,0.58,1.92
393.56,17897,0.66,2.07
393.66,17904,0.62,1.51
393.76,17911,0.55,1.53
393.86,17917,0.68,1.71
393.96,17924,0.53,1.75
394.06,17931,0.44,1.57
394.16,17937,0.51,1.68
394.26,17944,0.46,1.52
394.36,17950,0.66,1.64
394.46,17957,0.44,1.42
394.56,17964,0.38,1.53
394.66,17970,0.43,1.53
394.76,17977,0.51,1.34
394.86,17984,0.33,1.27
394.96,17991,0.3,1.44
395.06,17997,0.4,1.8
395.16,18004,0.52,1.94
395.26,18011,0.61,1.8
395.36,18018,0.61,1.63
395.46,18025,0.71,1.66
395.55,18031,0.31,1.227
395.65,18038,0.438,1.614
395.75,18044,0.461,1.432
395.85,18051,0.313,1.166
395.95,18058,0.301,1.056
396.05,18065,0.513,1.366
396.15,18072,0.52,1.429
396.25,18079,0.062,1.386
396.35,18087,0.375,1.683
396.45,18094,0.568,1.712
396.55,18101,0.68,1.702
396.65,18108,0.441,1.442
396.75,18115,0.418,1.387
396.85,18122,0.689,1.593
396.95,18129,0.579,1.704
397.05,18136,0.616,1.777
397.15,18144,0.574,1.754
397.25,18151,0.59,1.76
397.35,18157,0.749,1.435
397.45,18163,0.579,1.705
397.55,18170,0.702,1.708
397.65,18176,0.593,1.59
397.75,18183,0.486,1.567
397.85,18189,0.39,1.51
397.95,18195,0.464,1.705
398.05,18202,0.454,1.703
398.15,18208,0.582,1.722
398.25,18215,0.482,1.369
398.35,18221,0.453,1.065
398.45,18228,0.688,1.37
398.55,18234,0.502,1.178
398.65,18241,0.318,1.446
398.75,18247,0.337,1.547
398.85,18253,0.618,1.262
398.95,18260,0.686,1.754
399.05,18266,0.663,1.737
399.15,18273,0.692,1.65
399.25,18279,0.825,1.997
399.35,18286,0.657,1.696
399.45,18292,0.607,1.691
399.55,18299,0.653,1.751
399.65,18305,0.736,1.6
399.75,18311,0.733,1.798
399.85,18318,0.575,1.491
399.95,18324,0.739,1.347
400.05,18331,0.543,1.485
400.12,18335,0.317,1.752
400.32,18348,0.293,1.953
400.52,18359,0.711,1.72
400.64,18366,0.632,1.835
400.7,18369,0.564,1.961
400.78,18374,0.471,1.82
400.85,18378,0.658,1.75
400.92,18382,0.69,1.754
400.99,18386,0.5,1.686
401.09,18392,0.51,2.103
401.2,18398,0.449,1.908
401.27,18402,0.67,1.818
401.42,18411,0.237,1.609
401.52,18417,0.322,1.651
401.62,18422,0.399,1.75
401.72,18428,0.335,1.522
401.82,18434,0.459,1.35
401.92,18440,0.472,1.73
402.02,18446,0.542,1.6
402.12,18452,0.21,1.53
402.22,18458,0.621,2.017
402.32,18464,0.63,1.98
402.42,18470,0.514,1.73
402.52,18476,0.604,1.647
402.62,18481,0.559,1.909
402.72,18487,0.493,1.935
402.82,18493,0.788,1.907
402.92,18499,0.681,1.461
403.02,18505,0.488,1.715
403.12,18511,0.491,1.819
403.22,18517,0.449,1.731
403.32,18523,0.709,1.326
403.42,18528,0.555,1.562
403.52,18533,0.272,1.53
403.62,18538,0.525,1.657
403.72,18542,0.575,1.574
403.82,18547,0.61,1.562
403.92,18552,0.843,1.739
404.02,18557,0.796,1.777
404.12,18562,0.573,1.747
404.22,18567,0.659,1.889
404.28,18570,0.609,1.639
404.42,18576,0.609,1.612
404.52,18581,0.569,1.587
404.62,18586,0.569,1.432
404.72,18591,0.167,1.485
404.82,18596,0.219,1.393
404.92,18601,0.597,1.783
405.02,18605,0.619,1.801
405.12,18610,0.676,1.771
405.22,18615,0.712,1.649
405.32,18620,0.76,1.79
405.42,18625,0.773,1.756
405.52,18630,0.68,1.849
405.62,18635,0.59,1.83
405.72,18639,0.55,1.54
405.82,18644,0.419,1.653
405.92,18649,0.631,1.776
406.02,18654,0.799,1.731
406.12,18659,0.495,1.492
406.22,18664,0.559,1.504
406.32,18669,0.535,1.618
406.42,18673,0.505,1.692
406.44,18674,0.386,1.247
406.54,18679,0.437,1.356
406.64,18684,0.538,1.936
406.74,18689,0.587,1.717
406.84,18694,0.564,1.716
406.94,18699,0.35,1.787
407.04,18703,0.544,1.793
407.14,18708,0.55,1.748
407.24,18713,0.541,1.328
407.34,18718,0.638,1.203
407.44,18724,0.428,1.264
407.54,18730,0.366,1.31
407.64,18736,0.399,1.652
407.74,18742,0.396,1.117
407.84,18748,0.476,1.917
407.94,18754,0.374,1.39
408.04,18760,0.439,1.344
408.14,18766,0.308,1.392
408.24,18772,0.32,1.49
408.34,18778,0.072,1.269
408.44,18784,0.266,1.48
408.54,18790,0.561,1.581
408.64,18796,0.448,1.259
408.74,18802,0.652,1.353
408.84,18808,0.497,1.532
408.94,18814,0.461,1.586
409.04,18819,0.47,1.377
409.14,18825,0.52,1.488
409.24,18831,0.486,1.226
409.34,18837,0.58,1.435
409.44,18842,0.542,1.588
409.54,18847,0.643,2.005
409.64,18853,0.442,1.622
409.74,18858,0.75,1.643
409.84,18863,0.658,1.403
409.94,18868,0.49,1.424
410.04,18874,0.429,1.696
410.14,18879,0.634,1.764
410.22,18883,0.742,1.854
410.32,18888,0.701,1.814
410.42,18894,0.709,1.798
410.52,18899,0.726,1.785
410.62,18904,0.664,1.752
410.72,18909,0.88,1.62
410.82,18915,0.713,1.637
410.92,18920,0.832,1.656
411.02,18925,0.641,1.635
411.12,18930,0.838,1.787
411.22,18936,0.602,1.702
411.32,18941,0.762,1.867
411.42,18946,0.577,1.768
411.52,18951,0.741,1.779
411.62,18957,0.71,1.726
411.72,18962,0.77,1.616
411.82,18967,0.812,1.667
411.92,18972,0.781,1.52
412.02,18978,0.712,1.492
412.12,18983,0.624,1.388
412.22,18988,0.67,1.566
412.32,18993,0.78,1.76
412.42,18999,0.788,1.838
412.52,19004,0.88,1.93
412.62,19009,0.676,1.757
412.72,19014,0.817,1.931
412.82,19020,0.793,1.766
412.92,19025,0.82,1.671
413.02,19030,0.747,1.619
413.12,19035,0.714,1.43
413.22,19039,0.676,1.59
413.32,19043,0.67,1.67
413.42,19046,0.581,1.731
413.52,19050,0.479,1.879
413.62,19054,0.663,1.879
413.72,19057,0.602,2.131
413.82,19061,0.799,2.101
413.92,19065,0.787,2.096
414.02,19068,0.763,1.762
414.12,19072,0.6,1.802
414.22,19076,0.674,1.67
414.32,19079,0.693,1.792
414.38,19082,0.579,1.793
414.46,19085,0.727,1.81
414.56,19088,0.781,1.677
414.66,19092,0.901,1.759
414.76,19096,0.865,1.681
414.86,19099,0.837,1.668
414.96,19103,0.626,1.604
415.06,19107,0.545,1.608
415.16,19110,0.48,1.584
415.26,19114,0.466,1.54
415.36,19118,0.62,2.075
415.46,19121,0.6,1.832
415.56,19125,0.757,1.673
415.66,19129,0.759,1.714
415.76,19132,0.735,1.636
415.86,19136,0.726,1.631
415.96,19140,0.865,1.537
416.06,19143,0.856,1.432
416.16,19147,0.81,1.655
416.26,19151,0.713,1.566
416.36,19154,0.647,1.572
416.46,19158,0.424,1.386
416.56,19162,0.436,1.747
416.66,19166,0.422,1.753
416.76,19170,0.503,2.066
416.86,19174,0.605,1.517
416.96,19178,0.64,1.843
417.06,19182,0.833,1.476
417.16,19186,0.616,1.764
417.26,19190,0.732,1.545
417.36,19193,0.702,1.608
417.46,19197,0.673,1.528
417.56,19201,0.723,1.491
417.66,19205,0.778,1.647
417.76,19209,0.619,1.737
417.86,19213,0.543,1.754
417.96,19217,0.59,1.971
418.06,19221,0.49,1.905
418.16,19225,0.545,1.935
418.26,19229,0.485,1.818
418.36,19233,0.522,1.085
418.46,19237,0.61,1.668
418.56,19241,0.554,1.289
418.66,19245,0.673,1.453
418.76,19249,0.593,1.683
418.86,19253,0.723,1.667
418.96,19257,0.651,1.694
419.06,19261,0.676,1.644
419.16,19265,0.481,1.64
419.26,19269,0.737,1.639
419.36,19273,0.775,1.807
419.46,19277,0.734,1.513
419.56,19281,0.845,1.472
419.66,19285,0.828,1.61
419.76,19289,0.815,1.636
419.86,19293,0.585,1.495
419.96,19297,0.703,1.552
420.06,19301,0.688,1.61
420.16,19305,0.86,1.743
420.26,19309,0.916,1.863
420.36,19313,1.146,1.729
420.46,19318,0.916,1.434
420.56,19322,1.058,1.536
420.66,19326,1.037,1.679
420.76,19330,0.928,1.476
420.86,19334,0.929,1.802
420.96,19338,1.041,1.785
421.06,19342,0.882,1.828
421.16,19346,0.909,1.875
421.26,19350,0.868,1.8
421.36,19354,0.896,2.079
421.46,19358,0.753,1.883
421.56,19362,0.81,1.993
421.66,19366,0.769,2.019
421.76,19370,0.721,2.009
421.96,19378,0.875,1.645
422.02,19380,0.958,2.304
422.12,19385,0.792,1.976
422.22,19389,0.728,1.812
422.32,19393,0.921,1.833
422.42,19397,0.884,2.002
422.52,19401,0.723,2.074
422.62,19405,0.76,2.009
422.72,19409,0.922,2.079
422.82,19413,0.979,2.623
422.92,19417,0.769,1.958
423.02,19421,1.023,2.078
423.12,19425,0.951,1.907
423.22,19429,0.895,1.83
423.32,19433,1.002,1.946
423.43,19437,1.046,2.179
423.52,19441,0.665,1.92
423.62,19445,0.694,2.048
423.72,19449,0.699,2.178
423.82,19453,0.951,2.232
423.92,19457,1.016,1.956
424.02,19461,0.832,1.952
424.12,19465,1.031,1.791
424.22,19469,1.087,2.147
424.32,19473,0.958,2.095
424.42,19477,0.764,2.027
424.52,19481,0.691,2.089
424.62,19485,0.943,2.069
424.72,19489,0.924,2.031
424.82,19493,0.959,1.982
424.92,19497,0.945,1.93
425.02,19502,0.829,1.917
425.12,19506,0.776,1.898
425.22,19510,0.793,2.033
425.32,19514,0.702,1.949
425.42,19518,0.789,2.113
425.52,19522,0.756,2.08
425.62,19526,0.529,1.842
425.72,19530,0.483,1.768
425.82,19534,0.501,1.673
425.92,19538,0.588,1.776
426.03,19542,0.581,1.516
426.13,19546,0.702,1.664
426.23,19550,0.62,1.423
426.33,19554,0.431,1.216
426.43,19558,0.16,1.156
426.53,19561,0.304,1.306
426.63,19564,0.289,1.414
426.73,19566,0.654,1.829
426.83,19569,0.477,1.708
426.93,19571,0.577,1.789
427.03,19574,0.417,1.699
427.13,19577,0.461,1.534
427.33,19582,0.976,1.848
427.43,19585,0.666,1.641
427.53,19587,0.766,1.613
427.63,19590,0.711,1.619
427.73,19592,0.777,1.665
427.83,19595,0.771,1.853
427.93,19598,0.801,2.032
428.03,19600,0.782,1.733
428.13,19603,0.62,1.98
428.23,19605,0.853,1.945
428.33,19608,0.808,1.938
428.43,19611,0.649,1.911
428.53,19613,0.618,1.885
428.63,19616,0.695,1.775
428.73,19619,0.736,1.812
428.83,19621,0.571,1.758
428.93,19624,0.722,1.746
429.03,19626,0.484,1.42
429.13,19629,0.344,1.356
429.23,19632,0.205,1.228
429.33,19636,0.306,1.337
429.43,19640,0.21,1.385
429.53,19644,0.246,1.289
429.63,19648,0.316,1.359
429.73,19652,0.65,1.83
429.83,19656,0.573,1.791
429.93,19660,0.564,1.588
430.03,19664,0.411,1.565
430.13,19668,0.346,1.358
430.23,19672,0.319,1.305
430.33,19676,0.202,1.47
430.43,19680,0.343,1.224
430.53,19684,0.87,1.706
430.63,19688,0.757,1.829
430.73,19692,0.545,1.697
430.83,19696,0.195,1.62
430.93,19700,0.6,1.37
431.03,19704,0.816,1.92
431.13,19708,0.865,1.997
431.23,19712,0.823,1.663
431.33,19716,0.769,1.824
431.43,19720,0.572,1.515
431.53,19724,0.627,1.597
431.63,19728,0.753,1.579
431.73,19733,0.805,1.713
431.83,19737,0.803,1.687
431.93,19741,0.773,1.546
432.03,19745,0.767,1.601
432.13,19749,0.485,1.341
432.23,19753,0.39,1.385
432.33,19757,0.295,1.184
432.43,19761,0.26,1.095
432.53,19765,0.269,1.091
432.63,19768,0.55,1.538
432.73,19771,0.465,1.781
432.83,19774,0.843,2.345
432.93,19777,0.936,2.267
433.03,19780,0.741,1.842
433.13,19783,0.638,1.83
433.23,19786,0.815,1.845
433.33,19789,0.993,2.085
433.43,19792,0.935,2.083
433.53,19795,0.939,2.05
433.63,19798,0.679,2.041
433.73,19801,0.745,1.945
433.83,19804,0.663,1.907
433.93,19807,0.783,2.026
434.03,19810,0.791,2.167
434.13,19813,0.76,2.072
434.23,19816,0.74,2.052
434.33,19819,0.82,2.244
434.43,19822,0.765,2.139
434.53,19825,0.571,2.183
434.63,19829,0.958,2.283
434.73,19832,0.855,2.118
434.83,19835,0.99,2.227
434.93,19838,0.898,1.995
435.03,19841,0.73,1.63
435.13,19844,0.823,1.927
435.23,19848,0.818,1.942
435.33,19851,0.818,1.827
435.43,19855,0.76,1.754
435.51,19858,0.694,1.736
435.63,19862,0.457,1.53
435.73,19866,0.581,1.677
435.83,19870,0.838,1.768
435.93,19873,0.772,1.976
436.03,19877,0.73,1.974
436.13,19880,0.682,1.959
436.23,19884,0.644,2.066
436.33,19888,0.692,2.033
436.43,19891,0.706,2.096
436.53,19895,0.673,1.892
436.63,19899,0.653,1.911
436.73,19902,0.343,1.757
436.83,19906,0.426,1.791
436.93,19909,0.715,1.942
437.03,19913,0.714,1.821
437.13,19917,0.647,1.756
437.23,19920,0.626,1.562
437.33,19924,0.717,1.741
437.43,19927,0.527,1.555
437.53,19931,0.316,1.482
437.63,19935,0.115,1.481
437.73,19938,0.502,1.815
437.83,19942,0.611,1.82
437.93,19945,0.508,1.532
438.03,19949,0.635,1.673
438.13,19952,0.407,1.687
438.23,19956,0.296,1.512
438.33,19959,0.384,1.521
438.43,19963,0.503,1.786
438.53,19966,0.682,1.862
438.63,19970,0.652,1.664
438.73,19973,0.673,1.611
438.83,19977,0.711,1.838
438.93,19980,0.393,1.583
439.03,19984,0.32,1.799
439.13,19987,0.584,2.112
439.23,19991,0.462,1.85
439.33,19994,0.455,1.864
439.43,19998,0.392,1.61
439.53,20001,0.561,1.63
439.63,20005,0.053,1.362
439.73,20008,0.22,1.42
439.83,20011,0.116,1.513
439.93,20015,0.431,1.753
440.03,20018,0.184,1.533
440.13,20022,0.32,1.407
440.23,20025,0.501,1.477
440.33,20029,0.431,1.359
440.43,20032,0.189,1.162