Ma,U1146 bent d13C [per mil PDB] (Cibicidoides wuellerstorfi + ..,U1146 bent d18O [per mil PDB] (Cibicidoides wuellerstorfi + ..
11.01317148,0.48,1.95
11.01590265,0.38,1.85
11.01863381,0.38,1.93
11.02136497,0.3,1.8
11.02367826,0.4,1.82
11.02576586,0.44,1.96
11.02785347,0.37,2.09
11.02994107,0.5,2.12
11.03202867,0.48,2.09
11.03411628,0.46,2.26
11.03620388,0.51,2.25
11.03829148,0.54,2.28
11.04037909,0.54,2.24
11.04246669,0.59,2.31
11.04455429,0.41,2.32
11.0466419,0.47,2.32
11.0487295,0.44,2.36
11.0508171,0.39,2.29
11.05290471,0.37,2.32
11.05499231,0.42,2.28
11.05707991,0.4,2.22
11.05916752,0.45,2.18
11.06125512,0.51,2.38
11.06334272,0.49,2.2
11.06543033,0.61,2.33
11.06751793,0.54,2.22
11.06960553,0.53,2.37
11.07169314,0.5,2.3
11.07378074,0.53,2.28
11.07586834,0.49,2.07
11.07795595,0.49,2.09
11.08004355,0.73,2.12
11.08213115,0.54,2.22
11.08421876,0.63,2.14
11.08630636,0.44,2.17
11.08839396,0.52,2.16
11.09048157,0.62,2.21
11.09256917,0.52,2.21
11.09465677,0.59,2.25
11.09674438,0.6,2.36
11.09883198,0.31,2.32
11.10091958,0.49,2.31
11.10300719,0.48,2.26
11.10509479,0.5,2.33
11.10718239,0.49,2.43
11.10927,0.47,2.47
11.1113576,0.66,2.36
11.1134452,0.56,2.36
11.11553281,0.36,2.34
11.11762041,0.52,2.22
11.11970801,0.24,2.12
11.12179562,0.54,2.24
11.12388322,0.55,2.15
11.12597082,0.59,2.19
11.12805843,0.53,2.16
11.13014603,0.48,2.09
11.13223363,0.48,2.17
11.13432124,0.42,2
11.13640884,0.49,2.04
11.13849644,0.41,2.11
11.14058405,0.4,2.1
11.14267165,0.29,2.12
11.14475925,0.24,1.98
11.14684686,0.37,2.12
11.14893446,0.34,2.23
11.15102206,0.59,2.34
11.15310967,0.37,2.11
11.15519727,0.41,2.29
11.15728487,0.41,2.26
11.15937248,0.48,2.26
11.16146008,0.35,2.14
11.16354768,0.39,2.06
11.16563529,0.27,2.12
11.16772289,0.32,2.03
11.16981049,0.22,1.73
11.1718981,0.23,1.9
11.1739857,0.3,1.96
11.1760733,0.45,2.05
11.17816091,0.54,2.02
11.18024851,0.63,2.13
11.18233611,0.5,2.1
11.18442372,0.4,2.05
11.18651132,0.24,2.05
11.18859892,0.28,1.92
11.19068653,0.33,2.1
11.19277413,0.12,2.03
11.19486173,0.52,2.12
11.19694934,0.39,2.35
11.19903694,0.36,2.42
11.20112454,0.48,2.43
11.20321215,0.56,2.37
11.20529975,0.6,2.43
11.20738735,0.53,2.3
11.20947496,0.59,2.21
11.21156256,0.45,2.23
11.21365016,0.61,2.1
11.21573777,0.63,2.29
11.21782537,0.59,2.18
11.21991297,0.55,2.19
11.22200058,0.67,2.24
11.22408818,0.66,2.27
11.22617578,0.53,2.15
11.22826339,0.63,2.29
11.23035099,0.37,2.32
11.23243859,0.48,2.25
11.2345262,0.34,2.23
11.2366138,0.43,2.32
11.2387014,0.49,2.3
11.24078901,0.52,2.37
11.24287661,0.5,2.32
11.24496421,0.58,2.31
11.24705182,0.33,2.25
11.24913942,0.64,2.2
11.25122702,0.29,1.98
11.25331463,0.42,2.19
11.25540223,0.34,2.23
11.25748983,0.39,2.28
11.25957744,0.21,2.01
11.26166504,0.11,1.89
11.26375264,0.05,1.97
11.26584025,0.13,1.85
11.26792785,0.25,2.06
11.27001545,0.51,2.22
11.27210306,0.45,2.24
11.27419066,0.58,2.32
11.27627826,0.45,2.22
11.27836587,0.42,2.15
11.28045347,0.18,2.08
11.28254107,0.25,2.12
11.28462868,0.2,2.26
11.28671628,0.14,2.05
11.28880388,0.02,1.87
11.29089149,0.16,1.89
11.29297909,0.29,2.14
11.29506669,0.14,2.18
11.2971543,0.17,2.17
11.2992419,0.26,2.1
11.3013295,0.51,2.22
11.30341711,0.51,2.1
11.30550471,0.32,2.08
11.30759231,0.21,2.01
11.30967992,0.2,1.81
11.31184916,0.34,1.89
11.31403113,0.48,2.12
11.31621311,0.6,2.1
11.31839508,0.66,2.14
11.32057706,0.5,2.33
11.32275904,0.58,2.33
11.32494101,0.55,2.51
11.32712299,0.5,2.27
11.32930496,0.51,2.28
11.33148694,0.65,2.37
11.33366892,0.69,2.42
11.33585089,0.65,2.29
11.33803287,0.62,2.21
11.34021484,0.55,2.26
11.34239682,0.64,2.19
11.3445788,0.62,2.2
11.34676077,0.6,2.26
11.34894275,0.46,2.15
11.35112472,0.53,2.25
11.3533067,0.56,2.2
11.35548867,0.48,2.22
11.35767065,0.48,2.18
11.35985263,0.26,2.21
11.3620346,0.23,2.09
11.36421658,0.43,2.2
11.36639855,0.4,2.13
11.36858053,0.47,2.23
11.37076251,0.56,2.29
11.37294448,0.4,2.16
11.37512646,0.35,2.13
11.37730843,0.44,2.24
11.37949041,0.16,1.89
11.38167239,0.12,1.69
11.38385436,0.27,2
11.38603634,0.6,2.14
11.38821831,0.4,2.03
11.39040029,0.54,2.13
11.39258227,0.57,2.25
11.39476424,0.46,1.98
11.39694622,0.51,2.12
11.39912819,0.17,2
11.40131017,0.3,2.07
11.40349215,0.21,2.06
11.40567412,0.56,2.22
11.4078561,0.6,2.29
11.41003807,0.49,2.42
11.4125617,0.64,2.31
11.4153329,0.59,2.31
11.41810411,0.7,2.24
11.42087531,0.6,2.15
11.42364651,0.53,2.17
11.42641771,0.51,2.06
11.42918891,0.67,2.05
11.43196011,0.73,2.05
11.43473131,0.54,1.97
11.43750252,0.48,1.86
11.44027372,0.68,2.02
11.44304492,0.67,1.95
11.44581612,0.69,2.15
11.44858732,0.67,2.1
11.45135852,0.62,2.03
11.45412972,0.53,1.95
11.45690093,0.49,2.14
11.45967213,0.6,2.08
11.46244333,0.84,2.41
11.46521453,0.71,2.21
11.46798573,0.69,2.07
11.47075693,0.78,2.02
11.47352814,0.79,2.23
11.47629934,0.77,2.3
11.47907054,0.56,2.07
11.48184174,0.41,2.16
11.48461294,0.64,2.02
11.48738414,0.69,2.12
11.49015534,0.75,2.07
11.49292655,0.77,2.17
11.49569775,0.81,2.33
11.49846895,0.87,2.27
11.50124015,0.63,2.11
11.50401135,0.62,2.05
11.50678255,0.72,2.21
11.50955375,0.77,2.16
11.51232496,0.86,2.14
11.51509616,0.94,2.24
11.51786736,0.97,2.24
11.52063856,0.75,1.92
11.52340976,0.85,2.19
11.52618096,0.84,2.13
11.52895216,0.81,2.25
11.53172337,0.79,2.27
11.53449457,0.85,2.26
11.53726577,0.79,2.2
11.54003697,0.79,2.22
11.54280817,0.6,2.06
11.54557937,0.71,2.05
11.54835058,0.84,2.17
11.55112178,0.77,2.13
11.55389298,0.93,2.16
11.55666418,0.61,2.1
11.55943538,0.82,1.94
11.56220658,0.7,1.87
11.56497778,0.76,2.01
11.56774899,0.84,2.14
11.57052019,1,2.19
11.57329139,0.93,2.37
11.5760672,0.79,2.33
11.57890394,0.67,2.35
11.58174068,0.8,2.22
11.58457742,0.75,1.97
11.58741416,0.75,1.82
11.5902509,0.93,2.08
11.59308764,1.1,2.19
11.59592438,0.94,2.13
11.59876112,0.79,1.96
11.60159786,1,2.11
11.6044346,1,2.1
11.60727134,0.96,2.07
11.61010808,1,2.14
11.61294482,0.82,1.95
11.61578156,0.85,2.27
11.6186183,0.86,2.35
11.62145504,0.75,2.32
11.62429178,0.84,2.28
11.62712852,0.59,1.95
11.62996526,0.77,2.04
11.632802,0.6,1.95
11.63563874,0.79,2.06
11.63847548,0.68,1.94
11.64131222,0.7,2.07
11.64414896,0.59,2.08
11.6469857,0.51,1.82
11.64982245,0.62,1.9
11.65265919,0.59,2.06
11.65549593,0.6,2.3
11.65807426,0.41,2.34
11.66053039,0.81,2.23
11.66298652,0.66,2.2
11.66544265,0.56,2.3
11.66789878,0.61,2.12
11.67035491,0.47,2.12
11.67281104,0.59,2.17
11.67526717,0.55,2.1
11.6777233,0.62,2.25
11.68017942,0.62,2.28
11.68263555,0.72,2.4
11.68509168,0.71,2.22
11.68754781,0.56,2.29
11.69000394,0.36,2.37
11.69246007,0.63,2.43
11.6949162,0.56,2.18
11.69737233,0.89,2.33
11.69982846,0.68,2.36
11.70474072,0.51,1.96
11.70719685,0.67,2.14
11.70965298,0.75,2.06
11.71456524,0.82,2.03
11.71702137,0.75,2.09
11.71937423,0.68,1.81
11.72123969,0.53,2.18
11.72310514,0.44,2.11
11.7249706,0.39,2.08
11.72683606,0.64,2.07
11.72870152,0.49,1.99
11.73056697,0.5,2.05
11.73616335,0.58,2.15
11.7380288,0.6,2.35
11.73989426,0.43,2.23
11.74175972,0.53,2.32
11.74362518,0.61,2.32
11.74549064,0.66,2.21
11.74735609,0.5,2.32
11.74922155,0.46,2.13
11.75108701,0.53,2.19
11.75295247,0.58,2.19
11.75481792,0.57,2.09
11.75668338,0.55,2.13
11.75854884,0.52,2.13
11.7604143,0.75,2.14
11.76227975,0.68,2.09
11.76787613,0.61,2.22
11.76974159,0.65,2.16
11.77160704,0.63,2.17
11.7734725,0.68,2.18
11.77533796,0.64,2.24
11.77720342,0.6,2.09
11.77906887,0.49,2.17
11.78093433,0.71,2.1
11.78279979,0.69,2.07
11.78466525,0.51,2.1
11.7865307,0.65,2.08
11.78839616,0.71,2.05
11.79026162,0.54,1.9
11.79212708,0.57,2
11.79399253,0.7,1.99
11.79585799,0.53,1.92
11.7980368,0.48,1.85
11.80074544,0.69,2.02
11.80345407,0.78,2.03
11.80616271,0.73,2.09
11.81157998,0.75,1.97
11.81428862,0.74,2.2
11.81699725,0.53,2.3
11.81970589,0.5,2.03
11.82241453,0.57,1.99
11.82512316,0.67,2.26
11.8278318,0.59,2.19
11.83324907,0.62,1.98
11.83595771,0.66,2.26
11.83866634,0.67,2.3
11.84191671,0.78,2.13
11.84462534,0.74,2.04
11.84733398,0.77,2.13
11.85004261,0.67,2.06
11.85275125,0.75,2.2
11.85545989,0.59,2.04
11.85816852,0.68,2.25
11.86087716,0.7,2.04
11.8635858,0.56,2.11
11.86629443,0.56,2.06
11.86900307,0.75,2.2
11.8717117,0.74,2.22
11.87442034,0.62,2.13
11.87712898,0.68,2.17
11.87983761,0.77,2.17
11.88254625,0.77,2.28
11.88525488,0.79,2.27
11.88796352,0.58,2.34
11.89067216,0.64,2.34
11.89229734,0.52,2.3
11.89500597,0.37,2.39
11.89771461,0.59,2.41
11.90008258,0.63,2.33
11.90240672,0.41,2.37
11.90473086,0.64,2.3
11.90705499,0.73,2.19
11.90937913,0.71,2.08
11.91170327,0.83,2.2
11.9140274,0.78,2.16
11.91635154,0.73,2.24
11.91867568,0.75,2.13
11.92099982,0.78,2.17
11.92332395,0.57,2.01
11.92564809,0.76,2.03
11.92797223,0.77,2.15
11.93029637,0.56,2.16
11.9326205,0.69,2.19
11.93494464,0.59,2.44
11.93726878,0.51,2.25
11.93959291,0.48,2.38
11.94191705,0.58,2.35
11.94424119,0.72,2.44
11.94656533,0.71,2.23
11.94888946,0.73,2.23
11.9512136,0.56,2.07
11.95353774,0.64,2.14
11.95586187,0.73,2.14
11.95818601,0.53,2.22
11.96051015,0.51,2.25
11.96283429,0.58,2.36
11.96515842,0.52,2.37
11.96748256,0.5,2.42
11.9698067,0.47,2.24
11.97677911,0.38,2.26
11.97910325,0.5,2
11.98142738,0.48,2.15
11.98375152,0.61,2.15
11.98839979,0.57,2.04
11.99072393,0.61,1.99
11.99304807,0.41,1.94
11.99537221,0.32,1.85
11.99769634,0.36,1.8
12.00007518,0.22,1.9
12.00245503,0.45,1.91
12.00483487,0.34,2.04
12.00721472,0.46,2.07
12.00959457,0.56,2.07
12.01197441,0.42,1.99
12.01435426,0.5,2.1
12.0167341,0.45,2.14
12.01911395,0.55,2.18
12.02149379,0.51,2.22
12.02387364,0.55,2.15
12.02625348,0.52,2
12.02863333,0.48,1.88
12.03101317,0.59,2
12.03339302,0.44,1.9
12.03577287,0.43,2.01
12.03815271,0.26,2.21
12.04053256,0.33,2.05
12.0429124,0.24,2.01
12.04529225,0.27,2.07
12.04767209,0.18,1.86
12.05005194,0.25,2.02
12.05243178,0.33,2.07
12.05481163,0.08,2.23
12.05719147,0.21,2.27
12.05957132,0.24,2.31
12.06195116,0.31,2.2
12.06433101,0.39,2.07
12.06671086,0.34,1.85
12.0690907,0.43,1.97
12.07147055,0.27,1.89
12.07385039,0.46,1.92
12.07623024,0.45,2.18
12.07861008,0.41,1.91
12.08098993,0.46,1.89
12.08336977,0.45,2.08
12.08574962,0.15,2.12
12.08812946,0.04,2
12.09050931,0.18,2.01
12.09288916,0.06,1.84
12.095269,0.12,1.78
12.09764885,0.13,1.83
12.10002869,0.24,2.08
12.10240854,0.21,2.14
12.10478838,0.25,2.17
12.10716823,0.5,2.14
12.10954807,0.39,1.96
12.11192792,0.35,1.93
12.11430776,0.42,1.88
12.11668761,0.35,1.83
12.11906745,0.55,1.91
12.1214473,0.49,2
12.12430311,0.61,2.02
12.12668296,0.57,2.07
12.12906281,0.59,2.07
12.13144265,0.37,2.09
12.1338225,0.53,2.1
12.13620234,0.43,2.13
12.13858219,0.47,2.2
12.14152466,0.47,2.16
12.14491738,0.57,2.11
12.1483101,0.61,2.19
12.15170282,0.57,2.05
12.15509553,0.52,1.98
12.15848825,0.53,2.06
12.16188097,0.56,2.11
12.16527369,0.41,1.91
12.16866641,0.5,1.94
12.17205913,0.33,2
12.17545185,0.52,1.89
12.17884456,0.29,2.04
12.18223728,0.39,2.31
12.18563,0.34,2.27
12.18902272,0.39,2.21
12.19037981,0.37,1.88
12.19377252,0.59,1.97
12.19716524,0.59,2.04
12.20055796,0.44,2.07
12.20395068,0.59,1.97
12.21073612,0.53,2.1
12.21412884,0.53,2.25
12.21752155,0.5,2.25
12.22088567,0.4,2.2
12.22419908,0.43,2.18
12.22751249,0.45,2.15
12.2308259,0.48,2.07
12.23413931,0.43,2.18
12.23745272,0.57,2.13
12.24076613,0.56,2.32
12.24407954,0.54,2.17
12.24739295,0.65,2.16
12.25070636,0.52,2.2
12.25401977,0.69,2.28
12.25733318,0.49,2.12
12.26064659,0.56,2
12.26396,0.64,2.03
12.26727341,0.49,1.91
12.27058682,0.44,1.78
12.27390023,0.38,1.96
12.27721364,0.39,1.93
12.28052705,0.34,2.08
12.28384046,0.35,2.19
12.28715387,0.32,2.07
12.29046729,0.29,2.31
12.2937807,0.32,2.23
12.29709411,0.36,2.23
12.29937352,0.42,2.35
12.30116181,0.45,2.14
12.30295011,0.31,2.23
12.30473841,0.41,2.16
12.30652671,0.46,2.09
12.30831501,0.47,2.15
12.31010331,0.5,2.18
12.31189161,0.48,1.91
12.3136799,0.57,1.99
12.3154682,0.61,1.87
12.3172565,0.54,2.01
12.3190448,0.4,1.97
12.3208331,0.5,1.8
12.3226214,0.37,1.92
12.3244097,0.37,1.97
12.326198,0.38,1.81
12.32798629,0.47,2.04
12.32977459,0.42,1.85
12.33156289,0.52,2.04
12.33335119,0.37,1.91
12.33513949,0.48,2.09
12.33692779,0.35,2.11
12.33871609,0.39,2.38
12.34050438,0.35,2.24
12.34229268,0.57,2.22
12.34408098,0.62,2.14
12.34586928,0.64,2.16
12.34765758,0.42,2.08
12.34944588,0.61,2.1
12.35302248,0.73,1.89
12.35481077,0.66,1.99
12.35659907,0.75,1.99
12.35838737,0.53,2.05
12.36017567,0.7,1.95
12.36196397,0.17,1.86
12.36375227,0.52,2.01
12.36554057,0.64,1.98
12.36732886,0.63,2.09
12.36911716,0.62,2.09
12.37090546,0.47,1.99
12.37269376,0.68,2.21
12.37448206,0.75,2.29
12.37627036,0.65,2.3
12.37805866,0.64,2.27
12.37984695,0.67,2.37
12.38234732,0.71,2.3
12.38490417,0.82,2.19
12.38746102,0.68,2.27
12.39001786,0.65,2.16
12.39257471,0.73,2.08
12.39513155,0.62,2.06
12.3976884,0.56,2.12
12.40024524,0.59,2.07
12.40280209,0.61,2.3
12.40535893,0.49,2.22
12.41047262,0.57,2.08
12.41302947,0.56,2.07
12.41558631,0.48,2.05
12.41814316,0.32,1.88
12.42070001,0.51,2.21
12.42325685,0.55,2.16
12.4258137,0.58,2.23
12.42837054,0.63,2.15
12.43092739,0.51,2.21
12.43348423,0.46,2.07
12.43604108,0.49,2.15
12.43859792,0.59,2.09
12.44115477,0.55,2.21
12.44371161,0.6,2.22
12.44626846,0.6,2.32
12.4488253,0.54,2.31
12.45138215,0.67,2.24
12.453939,0.53,2.06
12.45649584,0.56,2.12
12.45905269,0.56,2.06
12.46160953,0.57,2.09
12.46416638,0.42,2.07
12.46672322,0.73,2.06
12.46928007,0.78,1.92
12.47183691,0.5,2.09
12.47439376,0.45,1.89
12.4769506,0.44,1.93
12.47950745,0.51,1.84
12.4818591,0.5,2.07
12.48419468,0.69,2.23
12.48653026,0.7,2.18
12.48886584,0.75,2.17
12.49120143,0.82,2.07
12.49353701,0.83,2.17
12.49587259,0.82,2.2
12.49820817,0.84,2.08
12.50054375,0.77,1.99
12.50287933,0.79,2.25
12.50521491,0.73,2.21
12.50755049,0.69,2.21
12.50988607,0.7,2.18
12.51222165,0.69,2.23
12.51455723,0.7,2.16
12.51689281,0.76,2.19
12.51922839,0.83,2.2
12.52156397,0.75,2.22
12.52389955,0.65,2.29
12.52623513,0.7,2.23
12.52857072,0.79,2.18
12.5309063,0.81,2.18
12.53324188,0.67,2.1
12.53557746,0.77,2.1
12.53791304,0.66,2.1
12.54024862,0.89,2.09
12.5425842,0.88,2.1
12.54491978,0.84,2.13
12.54725536,0.82,2.3
12.54959094,0.75,2.21
12.55192652,0.73,2.23
12.5542621,0.8,2.21
12.55753192,0.81,2.08
12.5598675,0.8,2.28
12.56267019,0.88,2.29
12.56500577,0.84,2.32
12.56734135,0.73,2.08
12.56967693,0.75,2.2
12.57201252,0.82,2.17
12.5743481,0.73,2.09
12.57668368,0.75,2.3
12.57901926,0.79,2.23
12.58135484,0.67,2.12
12.58369042,0.75,2.18
12.586026,0.69,2.07
12.58836158,0.57,2.01
12.59069716,0.71,2.35
12.59303274,0.76,2.07
12.59536832,0.59,2.06
12.5977039,0.75,1.98
12.60003948,0.71,2.06
12.60237506,0.67,2.01
12.60471064,0.7,2.24
12.60564488,0.75,2.3
12.60798046,0.66,2.17
12.61031604,0.73,2.15
12.61265162,0.62,2.08
12.6149872,0.76,2.07
12.61732278,0.73,2.18
12.61965836,0.78,2.23
12.62199394,0.9,2.08
12.62432952,0.76,2.1
12.6266651,0.82,2.12
12.62900068,0.67,2.15
12.63133626,0.75,2.18
12.63367184,0.72,2.12
12.63600743,0.66,2.21
12.63834301,0.68,2.25
12.64067859,0.71,2.18
12.64301417,0.58,2.16
12.64534975,0.59,2.21
12.64768533,0.57,2.05
12.65002091,0.81,2.26
12.65235649,0.78,2.14
12.65469207,0.62,1.98
12.65702765,0.58,2.05
12.65936323,0.72,2.29
12.66169881,0.76,2.22
12.66403439,0.8,2.22
12.66636997,0.64,2.05
12.66870555,0.77,2.12
12.67104114,0.83,2.23
12.67337672,0.85,2.15
12.6757123,0.47,2.03
12.67804788,0.86,2.1
12.68038346,0.78,2.12
12.68271904,0.74,2.01
12.68505462,0.86,1.73
12.69234868,0.75,2.12
12.69478676,0.81,2.19
12.69722485,0.72,2.2
12.69966293,0.8,2.26
12.70210101,0.73,2.32
12.7045391,0.69,2.25
12.70697718,0.78,2.24
12.70941527,0.65,2.03
12.71185335,0.74,2.15
12.71429144,0.77,2.07
12.71672952,0.88,2.3
12.71916761,0.88,2.31
12.72160569,0.95,2.39
12.72404378,0.87,2.24
12.72648186,0.9,2.13
12.72891995,0.87,2.15
12.73135803,0.84,2.26
12.73379612,0.91,2.17
12.7362342,0.85,2.15
12.73867228,0.82,2.14
12.74598654,0.81,2.16
12.74842462,0.75,2.14
12.75086271,0.77,2.31
12.75330079,0.62,2.21
12.75573888,0.61,2.22
12.75817696,0.77,2.13
12.76061505,0.74,2.3
12.76305313,0.79,2.19
12.76549122,0.8,2.19
12.7679293,0.68,2.11
12.77036738,0.76,2.22
12.77280547,0.58,2.23
12.77524355,0.78,2.15
12.77768164,0.7,2.33
12.78011972,0.7,2.12
12.78255781,0.81,2.07
12.78499589,0.79,2.08
12.78743398,0.81,2.1
12.78987206,0.78,2.07
12.79231015,0.76,2.07
12.79474823,0.76,2.13
12.79718632,0.73,1.89
12.7996244,0.69,2.07
12.80206248,0.63,2
12.80450057,0.56,2.04
12.80693865,0.52,2.05
12.80937674,0.61,2.08
12.81181482,0.6,2.03
12.81425291,0.56,2.1
12.81669099,0.4,2.02
12.81912908,0.38,2.05
12.82156716,0.56,2.07
12.82400525,0.53,2.18
12.82644333,0.55,2.14
12.82888142,0.55,2.28
12.8313195,0.48,2.29
12.83375759,0.46,2.36
12.83619567,0.43,2.23
12.83863375,0.56,2.34
12.84107184,0.5,2.16
12.84350992,0.68,2.31
12.84594801,0.71,2.3
12.84838609,0.65,2.18
12.85082418,0.65,2.21
12.85326226,0.59,2.1
12.85570035,0.79,2.1
12.85813843,0.62,1.98
12.86078179,0.54,1.81
12.86379101,0.88,1.92
12.86680023,0.65,2.04
12.86980944,0.87,1.95
12.87281866,0.84,1.98
12.87582788,0.71,2.1
12.8788371,0.74,2.23
12.88184631,0.75,2.36
12.88485553,0.54,2.37
12.88786475,0.81,2.23
12.89087396,0.62,2.2
12.89388318,0.79,2.15
12.8968924,0.8,2.19
12.89990162,0.76,2.14
12.90291083,0.69,2.15
12.90592005,0.69,2.15
12.90892927,0.74,2.2
12.91193849,0.71,2.22
12.9149477,0.7,2.08
12.91795692,0.75,2.07
12.92096614,0.67,2.03
12.92397535,0.83,2.08
12.92999379,0.76,2.06
12.93300301,0.77,2.04
12.93601222,0.81,2.05
12.93902144,0.64,1.97
12.94203066,0.56,1.99
12.94503987,0.64,2.08
12.94804909,0.71,2.04
12.952262,0.66,2.08
12.95527121,0.73,2.1
12.95828043,0.74,2.3
12.96128965,0.7,1.99
12.96429887,0.72,2.17
12.96730808,0.69,2.12
12.9703173,0.4,1.94